Time, Temperature(C), Prev. Hrs. Energy consumption (W-hr), Voltage (volts), Current (amps), Average Energy till now (W-hr), Energy Consumption Estimated for Current Hr. (W-hr)
9, 38.9636, 1783.58, 233.305, 19.1301, 3239.26, 4804.13
10, 27.6017, 4804.13, 235.77, 18.5406, 3304.39, 3955.64
11, 30.164, 3955.64, 238.413, 8.37746, 3204.09, 2100.81
12, 36.5276, 2100.81, 231.979, 18.0202, 3298.23, 4427.98
13, 23.85, 4427.98, 230.509, 5.8486, 3143.4, 1130.49
14, 22.0365, 1130.49, 239.504, 18.1619, 3160.03, 3392.85
15, 33.8352, 3392.85, 234.503, 11.1793, 3122.91, 2566.19
16, 30.9706, 2566.19, 237.099, 11.8339, 3129.83, 3240.61
17, 31.8129, 3240.61, 220.973, 17.6745, 3176.48, 3969.47
18, 31.8091, 3969.47, 239.431, 17.9086, 3276.98, 5086.02
19, 39.0099, 5086.02, 235.555, 12.3755, 3272.69, 3191.16
20, 38.1421, 3191.16, 232.326, 17.9526, 3351.11, 4919.55
21, 26.2899, 4919.55, 228.52, 16.9887, 3360.15, 3550.02
22, 38.465, 3550.02, 239.375, 9.78079, 3323.3, 2512.56
23, 34.901, 2512.56, 237.991, 8.57932, 3286.16, 2431.87
0, 38.4455, 2431.87, 233.119, 19.8387, 6975.53, 6975.53
1, 36.0633, 6975.53, 224.409, 6.11854, 4322.78, 1670.04
2, 34.7845, 1670.04, 230.256, 5.98518, 3433.6, 1655.24
3, 27.3388, 1655.24, 237.238, 17.1054, 3654.02, 4315.27
4, 28.8898, 4315.27, 239.541, 8.33242, 3262.66, 1697.22
5, 34.1881, 1697.22, 239.615, 15.3543, 3407.81, 4133.57
6, 31.7538, 4133.57, 233.751, 11.1375, 3329.34, 2858.49
7, 28.5207, 2858.49, 232.724, 16.54, 3305.59, 3139.37
8, 25.5055, 3139.37, 230.867, 13.473, 3182.19, 2194.96
9, 31.4691, 2194.96, 230.235, 7.76804, 3056.38, 1924.16
10, 34.7811, 1924.16, 229.539, 16.586, 3261.53, 5313.02
11, 27.4033, 5313.02, 232.059, 10, 3193.24, 2441.96
12, 20.2702, 2441.96, 239.481, 6.38634, 3038.25, 1178.45
13, 37.9036, 1178.45, 220.017, 12.7888, 3110.01, 4042.93
14, 20.0685, 4042.93, 237.993, 7.77514, 2999.75, 1456.04
15, 22.7538, 1456.04, 238.829, 16.5154, 3036.71, 3591.07
16, 38.4389, 3591.07, 233.234, 7.62068, 3012.12, 2618.65
17, 39.6635, 2618.65, 225.619, 9.46853, 2986.78, 2556.15
18, 27.6668, 2556.15, 221.126, 16.9388, 3036.2, 3925.62
19, 36.8432, 3925.62, 231.042, 10.7398, 3031.33, 2938.92
20, 28.193, 2938.92, 235.032, 9.87913, 2991.22, 2189.07
21, 23.1399, 2189.07, 226.3, 8.15068, 2912.75, 1264.74
22, 32.0429, 1264.74, 225.392, 11.1152, 2918.14, 3036.83
23, 31.3627, 3036.83, 235.658, 14.9027, 2921.01, 2986.98
0, 26.0583, 2986.98, 220.33, 18.7336, 4118.92, 4118.92
1, 22.62, 4118.92, 236.744, 19.3754, 3888.83, 3658.73
2, 33.763, 3658.73, 233.567, 6.6289, 3180.96, 1765.22
3, 33.1175, 1765.22, 236.369, 19.3543, 3519.97, 4537.02
4, 34.9818, 4537.02, 239.674, 15.8336, 3844.06, 5140.39
5, 30.3897, 5140.39, 236.384, 18.9862, 4056.26, 5117.28
6, 35.5066, 5117.28, 239.059, 5.74208, 3667.42, 1334.36
7, 34.0684, 1334.36, 222.339, 18.3459, 3720.96, 4095.76
8, 36.5684, 4095.76, 235.028, 16.6398, 3841.48, 4805.62
9, 37.3545, 4805.62, 238.495, 13.187, 3787.09, 3297.56
10, 24.5953, 3297.56, 229.274, 14.4329, 3659.5, 2383.66
11, 26.0704, 2383.66, 238.761, 9.95138, 3512.26, 1892.64
12, 28.7843, 1892.64, 222.861, 11.513, 3400, 2052.77
13, 20.6305, 2052.77, 224.073, 9.08997, 3268.3, 1556.2
14, 36.2842, 1556.2, 234.652, 14.0272, 3337.19, 4301.65
15, 23.3241, 4301.65, 227.567, 18.6964, 3362.16, 3736.7
16, 28.9636, 3736.7, 234.344, 18.9339, 3448.3, 4826.56
17, 23.5701, 4826.56, 225.618, 16.5381, 3413.23, 2817.15
18, 29.9983, 2817.15, 231.221, 7.11684, 3329.27, 1817.91
19, 30.1604, 1817.91, 238.24, 19.9491, 3365.62, 4056.26
20, 35.2647, 4056.26, 232.23, 10.2694, 3329.23, 2601.39
21, 34.7924, 2601.39, 227.217, 14.8072, 3336.09, 3480.2
22, 21.8132, 3480.2, 232.15, 10.4401, 3260.2, 1590.69
23, 38.9781, 1590.69, 226.15, 12.7494, 3253.59, 3101.49
0, 24.2459, 3101.49, 224.443, 8.55861, 1464.09, 1464.09
1, 29.0442, 1464.09, 223.489, 6.75093, 1494.79, 1525.49
2, 34.8252, 1525.49, 239.912, 8.08664, 1635.82, 1917.88
3, 22.692, 1917.88, 236.273, 9.78203, 1676.12, 1797.03
4, 35.4972, 1797.03, 236.21, 6.7081, 1674.74, 1669.2
5, 35.0113, 1669.2, 239.366, 14.162, 2175.42, 4678.86
6, 30.6262, 4678.86, 238.27, 5.50189, 2058.36, 1355.96
7, 26.0135, 1355.96, 228.848, 18.4418, 2346.79, 4365.83
8, 36.5612, 4365.83, 228.262, 12.8939, 2513.71, 3849.08
9, 36.9666, 3849.08, 237.65, 11.4184, 2595.4, 3330.56
10, 29.731, 3330.56, 222.465, 10.1363, 2593.91, 2579.07
11, 23.0054, 2579.07, 230.256, 7.95341, 2514.82, 1644.81
12, 30.9202, 1644.81, 222.097, 9.98566, 2483.73, 2110.62
13, 37.0436, 2110.62, 234.494, 17.1813, 2707.89, 5622.04
14, 37.0136, 5622.04, 236.164, 11.7236, 2794.72, 4010.27
15, 22.5318, 4010.27, 239.167, 14.5474, 2802.73, 2922.87
16, 34.465, 2922.87, 229.493, 6.62353, 2741.74, 1765.96
17, 38.1133, 1765.96, 223.066, 15.4591, 2831.88, 4364.16
18, 32.0403, 4364.16, 234.179, 6.90754, 2766.19, 1583.8
19, 27.9494, 1583.8, 226.902, 16.0924, 2766.72, 2776.86
20, 22.6122, 2776.86, 226.16, 8.73544, 2719.75, 1780.39
21, 39.4513, 1780.39, 222.456, 11.2477, 2745.16, 3278.74
22, 20.2624, 3278.74, 239.899, 14.8996, 2743.45, 2705.88
23, 37.4033, 2705.88, 238.241, 8.28935, 2721.51, 2216.81
0, 35.1948, 2216.81, 235.964, 9.05062, 2522.33, 2522.33
1, 26.1804, 2522.33, 231.907, 16.7221, 2696.52, 2870.71
2, 31.9367, 2870.71, 236.338, 11.9711, 2759.68, 2885.99
3, 35.0137, 2885.99, 239.288, 10.9817, 2846.07, 3105.25
4, 26.0293, 3105.25, 235.32, 5.19295, 2532.33, 1277.37
5, 24.6427, 1277.37, 223.093, 13.9301, 2472, 2170.37
6, 32.2185, 2170.37, 232.4, 12.6743, 2530.59, 2882.13
7, 29.9886, 2882.13, 222.395, 11.0015, 2512.26, 2383.95
8, 27.7853, 2383.95, 225.891, 19.0128, 2719.87, 4380.76
9, 23.7767, 4380.76, 229.044, 18.626, 2794.9, 3470.1
10, 30.8601, 3470.1, 235.453, 8.665, 2768.51, 2504.66
11, 35.6287, 2504.66, 225.52, 11.6667, 2769.1, 2775.59
12, 21.0306, 2775.59, 223.113, 18.4989, 2776.31, 2862.78
13, 33.6693, 2862.78, 223.471, 15.4881, 2908.16, 4622.29
14, 34.2246, 4622.29, 227.682, 15.2704, 3019.48, 4577.88
15, 28.6724, 4577.88, 231.206, 18.9145, 3088.46, 4123.19
16, 22.4442, 4123.19, 228.179, 8.95811, 2996.59, 1526.76
17, 38.2863, 1526.76, 221.406, 19.8702, 3087.2, 4627.56
18, 29.4679, 4627.56, 225.654, 9.07391, 3034.73, 2090.27
19, 27.6519, 2090.27, 221.143, 16.025, 3024.59, 2831.79
20, 29.3469, 2831.79, 235.033, 15.6773, 3070.92, 3997.67
21, 37.5748, 3997.67, 239.726, 8.43023, 3057.78, 2781.76
22, 20.9865, 2781.76, 237.328, 11.6243, 3007.42, 1899.59
23, 39.7175, 1899.59, 227.533, 13.5394, 3041.3, 3820.34
0, 39.7395, 3820.34, 236.96, 14.5965, 4446.5, 4446.5
1, 20.6487, 4446.5, 229.224, 15.733, 3484.59, 2522.68
2, 27.5439, 2522.68, 233.988, 17.6267, 3706.22, 4149.47
3, 20.6626, 4149.47, 238.523, 15.6128, 3414.65, 2539.96
4, 35.4594, 2539.96, 236.176, 16.9127, 3811.8, 5400.4
5, 33.9751, 5400.4, 236.049, 9.09536, 3576.79, 2401.74
6, 22.6845, 2401.74, 220.094, 7.29702, 3248.41, 1278.13
7, 34.6033, 1278.13, 236.811, 8.87544, 3114.91, 2180.39
8, 20.4687, 2180.39, 222.241, 15.8119, 3034.27, 2389.15
9, 38.8178, 2389.15, 232.853, 5.00512, 2897.36, 1665.15
10, 33.3564, 1665.15, 233.406, 12.5666, 2983.48, 3844.74
11, 36.9145, 3844.74, 236.881, 15.5146, 3054.89, 3840.41
12, 30.6228, 3840.41, 232.499, 5.35828, 2916.86, 1260.44
13, 31.5515, 1260.44, 225.887, 7.88216, 2868.97, 2246.44
14, 29.3034, 2246.44, 237.341, 10.7488, 2839.4, 2425.46
15, 37.368, 2425.46, 235.326, 7.66799, 2807.71, 2332.27
16, 24.7884, 2332.27, 233.825, 5.84207, 2708.08, 1114.04
17, 35.5851, 1114.04, 227.332, 8.05821, 2701.24, 2584.93
18, 29.2574, 2584.93, 239.283, 12.353, 2687.58, 2441.69
19, 35.9923, 2441.69, 236.471, 6.99203, 2655.52, 2046.39
20, 24.8594, 2046.39, 222.793, 15.2663, 2658.67, 2721.61
21, 24.3522, 2721.61, 228.846, 9.88677, 2617.72, 1757.93
22, 23.3282, 1757.93, 238.605, 15.9906, 2616.5, 2589.66
23, 26.487, 2589.66, 233.709, 7.65116, 2586.17, 1888.6
0, 33.3397, 1888.6, 234.95, 5.02439, 1269.6, 1269.6
1, 30.3514, 1269.6, 229.718, 5.55857, 1367.03, 1464.45
2, 24.8514, 1464.45, 236.528, 14.7016, 1907.59, 2988.72
3, 23.2403, 2988.72, 220.27, 10.7386, 1835.62, 1619.7
4, 29.1349, 1619.7, 235.147, 14.0086, 2063.85, 2976.78
5, 30.3415, 2976.78, 239.85, 17.2003, 2465.17, 4471.77
6, 36.6995, 4471.77, 232.852, 8.47555, 2395.32, 1976.23
7, 21.6819, 1976.23, 231.135, 11.634, 2372.82, 2215.35
8, 36.8301, 2215.35, 236.764, 7.35993, 2385.35, 2485.59
9, 21.4812, 2485.59, 239.309, 15.8331, 2402.49, 2556.71
10, 37.8214, 2556.71, 221.257, 5.21736, 2304.46, 1324.18
11, 24.0723, 1324.18, 227.283, 10.8505, 2261.77, 1792.21
12, 38.4841, 1792.21, 235.308, 6.40646, 2213.48, 1634.01
13, 22.7263, 1634.01, 235.186, 15.1102, 2216.88, 2260.99
14, 28.9994, 2260.99, 230.181, 13.4051, 2295.74, 3399.81
15, 27.7984, 3399.81, 228.866, 13.5837, 2316.78, 2632.36
16, 33.9836, 2632.36, 238.18, 14.0401, 2391.89, 3593.74
17, 38.9189, 3593.74, 222.303, 16.7826, 2517.55, 4653.75
18, 34.3478, 4653.75, 223.747, 16.7418, 2646.68, 4971.04
19, 24.1028, 4971.04, 226.418, 5.90057, 2561.05, 934.056
20, 33.5023, 934.056, 221.097, 6.26751, 2517.15, 1639.06
21, 21.8171, 1639.06, 221.572, 9.72315, 2474.6, 1581.15
22, 35.2186, 1581.15, 223.649, 13.3538, 2513.32, 3365.17
23, 23.0702, 3365.17, 226.007, 6.66217, 2457.56, 1175
0, 39.4411, 1175, 230.666, 6.43836, 2075.36, 2075.36
1, 23.9736, 2075.36, 220.921, 15.285, 2310.73, 2546.1
2, 25.4217, 2546.1, 230.832, 18.349, 2644, 3310.53
3, 37.3951, 3310.53, 220.559, 19.5908, 3557.86, 6299.44
4, 39.5426, 6299.44, 236.475, 19.352, 3842.06, 4978.85
5, 32.5556, 4978.85, 225.734, 18.446, 3987.06, 4712.1
6, 31.1527, 4712.1, 224.842, 14.0169, 3817.73, 2801.73
7, 21.6287, 2801.73, 226.123, 6.30788, 3460.31, 958.381
8, 20.2969, 958.381, 238.522, 17.6633, 3391.18, 2838.16
9, 24.0221, 2838.16, 220.652, 10.1337, 3252.47, 2004.11
10, 24.097, 2004.11, 229.208, 18.5552, 3327.78, 4080.78
11, 39.5894, 4080.78, 238.449, 10.7711, 3291.47, 2892.15
12, 35.2014, 2892.15, 225.079, 14.4121, 3334.68, 3853.15
13, 27.355, 3853.15, 221.955, 13.5949, 3265.64, 2368.18
14, 38.2882, 2368.18, 229.856, 9.20317, 3252.14, 3063.11
15, 22.2341, 3063.11, 227.501, 12.2287, 3153.88, 1679.93
16, 36.3021, 1679.93, 226.19, 16.1376, 3229.69, 4442.67
17, 26.9812, 4442.67, 234.804, 5.03907, 3116.18, 1186.54
18, 22.8443, 1186.54, 234.473, 16.2245, 3126.44, 3311.19
19, 32.3502, 3311.19, 220.76, 6.30318, 3043.84, 1474.34
20, 38.6322, 1474.34, 237.865, 18.1721, 3158.24, 5446.33
21, 34.1077, 5446.33, 234.7, 10.5957, 3119.76, 2311.59
22, 20.2222, 2311.59, 230.413, 11.8692, 3055.67, 1645.77
23, 32.373, 1645.77, 224.708, 14.4921, 3100.07, 4121.27
0, 21.2567, 4121.27, 234.03, 7.03965, 974.207, 974.207
1, 25.9573, 974.207, 232.597, 16.6833, 2509.96, 4045.71
2, 35.5331, 4045.71, 237.366, 17.0313, 3052.01, 4136.13
3, 32.8578, 4136.13, 237.672, 5.74757, 2731.82, 1771.23
4, 36.7078, 1771.23, 229.872, 5.12756, 2505.51, 1600.26
5, 22.181, 1600.26, 221.217, 14.2691, 2421.14, 1999.31
6, 39.0692, 1999.31, 225.397, 17.2581, 2914.35, 5873.6
7, 36.2943, 5873.6, 222.939, 10.5974, 2931.55, 3051.95
8, 36.462, 3051.95, 234.97, 12.146, 2940.17, 3009.12
9, 29.5301, 3009.12, 227.415, 10.8642, 2932.35, 2861.95
10, 36.5238, 2861.95, 238.278, 16.8881, 3163.11, 5470.7
11, 33.3961, 5470.7, 220.359, 13.1964, 3137.26, 2852.96
12, 22.1654, 2852.96, 237.854, 6.69031, 2988.42, 1202.3
13, 35.372, 1202.3, 224.927, 17.4368, 3123.51, 4879.66
14, 27.9431, 4879.66, 239.947, 5.7135, 3013.44, 1472.51
15, 30.9813, 1472.51, 225.109, 18.257, 3135.55, 4967.22
16, 22.6932, 4967.22, 230.546, 11.387, 3086.31, 2298.47
17, 24.0727, 2298.47, 231.739, 19.154, 3133.78, 3940.81
18, 26.6866, 3940.81, 222.351, 10.58, 3076.54, 2046.19
19, 36.3215, 2046.19, 230.76, 15.7141, 3110.02, 3746.19
20, 32.7613, 3746.19, 239.261, 19.3706, 3249.55, 6039.98
21, 34.0272, 6039.98, 233.334, 8.89107, 3192.14, 1986.52
22, 35.1706, 1986.52, 222.413, 15.2655, 3223.37, 3910.59
23, 38.1941, 3910.59, 225.71, 9.8215, 3224.88, 3259.67
0, 24.0922, 3259.67, 222.638, 5.31199, 815.254, 815.254
1, 32.5982, 815.254, 226.74, 6.38724, 1326.23, 1837.2
2, 24.0219, 1837.2, 234.143, 17.9257, 2147.97, 3791.44
3, 39.5464, 3791.44, 235.769, 12.5409, 2456.53, 3382.24
4, 24.075, 3382.24, 224.179, 7.64202, 2267.96, 1513.64
5, 27.0438, 1513.64, 226.581, 10.7476, 2187.18, 1783.33
6, 24.1387, 1783.33, 233.489, 17.2576, 2272.92, 2787.32
7, 27.2194, 2787.32, 239.033, 15.6921, 2491.05, 4018.01
8, 32.7104, 4018.01, 234.872, 19.4095, 2850.21, 5723.43
9, 23.0422, 5723.43, 230.384, 12.5467, 2829.9, 2647.14
10, 23.7529, 2647.14, 225.918, 7.50105, 2700.65, 1408.14
11, 37.8973, 1408.14, 224.018, 13.4062, 2855.9, 4563.72
12, 27.5907, 4563.72, 222.878, 13.2282, 2887.04, 3260.66
13, 26.0643, 3260.66, 223.731, 11.3681, 2816.62, 1901.17
14, 34.2653, 1901.17, 233.864, 8.87756, 2798.67, 2547.29
15, 21.3535, 2547.29, 231.951, 7.07, 2685.04, 980.677
16, 22.0691, 980.677, 224.358, 10.7387, 2646.64, 2032.21
17, 33.5378, 2032.21, 224.03, 12.7187, 2645.2, 2620.65
18, 37.3533, 2620.65, 222.204, 5.06217, 2593.78, 1668.32
19, 21.576, 1668.32, 238.835, 16.0555, 2611.86, 2955.25
20, 35.6389, 2955.25, 236.766, 16.9986, 2693.62, 4328.95
21, 34.053, 4328.95, 227.097, 6.28943, 2652.62, 1791.66
22, 25.0909, 1791.66, 234.764, 18.3711, 2664.48, 2925.32
23, 37.0416, 2925.32, 238.319, 13.958, 2698.72, 3486.22
0, 27.2097, 3486.22, 220.346, 19.327, 4283.65, 4283.65
1, 33.296, 4283.65, 233.083, 10.5148, 3486.32, 2688.98
2, 22.8677, 2688.98, 232.724, 7.45027, 2773.47, 1347.78
3, 31.0771, 1347.78, 234.163, 14.9378, 2846.12, 3064.08
4, 25.4468, 3064.08, 222.194, 17.3389, 3026.63, 3748.68
5, 26.4426, 3748.68, 237.496, 5.93493, 2767.65, 1472.73
6, 34.4573, 1472.73, 233.773, 8.35961, 2678.18, 2141.34
7, 20.6023, 2141.34, 239.738, 10.4444, 2530.71, 1498.4
8, 22.7221, 1498.4, 228.39, 8.75707, 2398.3, 1339.07
9, 31.2579, 1339.07, 233.856, 19.7578, 2655.41, 4969.4
10, 32.3644, 4969.4, 226.564, 19.7222, 2769.39, 3909.14
11, 30.0869, 3909.14, 237.727, 14.2634, 2881.4, 4113.58
12, 24.8366, 4113.58, 233.949, 10.7797, 2790.19, 1695.59
13, 32.0011, 1695.59, 221.643, 18.9587, 2914.82, 4535.11
14, 31.8589, 4535.11, 231.85, 8.03807, 2878.25, 2366.27
15, 39.1974, 2366.27, 221.21, 12.3806, 2880.56, 2915.13
16, 25.206, 2915.13, 227.886, 10.4536, 2814.08, 1750.48
17, 33.7351, 1750.48, 232.142, 11.6593, 2854.43, 3540.33
18, 27.6436, 3540.33, 226.567, 11.0698, 2831.44, 2417.55
19, 23.6349, 2417.55, 238.404, 18.7256, 2882.15, 3845.69
20, 22.2831, 3845.69, 229.751, 6.54137, 2801.23, 1182.87
21, 29.3692, 1182.87, 222.471, 13.8604, 2810.88, 3013.53
22, 39.4701, 3013.53, 236.771, 14.9545, 2905.38, 4984.31
23, 22.6781, 4984.31, 224.361, 8.82717, 2842.08, 1386.22
0, 26.8799, 1386.22, 232.051, 16.2951, 3178.01, 3178.01
1, 23.9524, 3178.01, 239.784, 5.12172, 2126.68, 1075.36
2, 20.68, 1075.36, 225.097, 5.05101, 1697.6, 839.418
3, 20.7325, 839.418, 239.434, 7.28011, 1554.53, 1125.32
4, 28.9424, 1125.32, 232.824, 5.25992, 1488.83, 1226.05
5, 21.269, 1226.05, 238.817, 10.3744, 1556.59, 1895.39
6, 25.3202, 1895.39, 229.531, 11.7952, 1704.42, 2591.4
7, 39.0671, 2591.4, 227.735, 14.9378, 2148.58, 5257.66
8, 23.239, 5257.66, 235.802, 17.7865, 2334.47, 3821.64
9, 29.9104, 3821.64, 236.509, 17.1625, 2449.67, 3486.47
10, 29.5739, 3486.47, 223.073, 9.29416, 2410.09, 2014.24
11, 36.0318, 2014.24, 224.934, 17.8269, 2594.39, 4621.69
12, 38.9145, 4621.69, 229.288, 18.6185, 2813.41, 5441.67
13, 34.3846, 5441.67, 222.633, 6.78773, 2723.17, 1550.03
14, 34.8671, 1550.03, 236.747, 14.6816, 2850.91, 4639.27
15, 20.752, 4639.27, 227.155, 7.40108, 2754.85, 1314
16, 31.4698, 1314, 223.359, 10.5395, 2755.57, 2767.13
17, 20.909, 2767.13, 220.394, 14.3867, 2734.41, 2374.67
18, 31.4101, 2374.67, 220.91, 12.0597, 2745.1, 2937.45
19, 27.5224, 2937.45, 231.577, 13.5262, 2768.71, 3217.32
20, 20.8661, 3217.32, 236.913, 13.9816, 2735.4, 2069.24
21, 31.0608, 2069.24, 235.737, 5.16822, 2676.34, 1436.02
22, 25.2556, 1436.02, 238.425, 5.09977, 2612.23, 1201.8
23, 24.4637, 1201.8, 237.304, 16.1045, 2621.05, 2824.05
0, 29.1154, 2824.05, 229.368, 10.2432, 2745.44, 2745.44
1, 33.4256, 2745.44, 225.813, 7.14738, 2133.97, 1522.49
2, 30.4533, 1522.49, 232.595, 8.33673, 2161.25, 2215.82
3, 31.9313, 2215.82, 226.369, 17.0907, 2824.34, 4813.61
4, 36.5759, 4813.61, 222.388, 14.1646, 3009.72, 3751.23
5, 28.6313, 3751.23, 224.7, 8.60969, 2827.73, 1917.79
6, 33.7925, 1917.79, 238.68, 11.3747, 2907.62, 3386.97
7, 38.9299, 3386.97, 231.196, 5.63096, 2769.2, 1800.27
8, 27.0994, 1800.27, 230.371, 16.7846, 2919.74, 4124.08
9, 32.689, 4124.08, 236.789, 17.4698, 3129.46, 5016.9
10, 36.3919, 5016.9, 223.566, 9.9181, 3080.23, 2587.92
11, 27.874, 2587.92, 234.942, 12.8305, 3047.35, 2685.7
12, 23.0939, 2685.7, 239.793, 15.3631, 3033.92, 2872.79
13, 39.7225, 2872.79, 232.853, 14.0413, 3171.91, 4965.77
14, 28.7088, 4965.77, 226.796, 18.9537, 3251.17, 4360.74
15, 28.0641, 4360.74, 223.647, 16.3928, 3247.53, 3192.98
16, 33.488, 3192.98, 233.337, 11.4324, 3214.69, 2689.3
17, 31.2068, 2689.3, 228.202, 5.68512, 3115.5, 1429.14
18, 31.6462, 1429.14, 234.743, 18.6192, 3184.32, 4423.18
19, 24.6161, 4423.18, 222.156, 17.7648, 3219.94, 3896.75
20, 30.1688, 3896.75, 239.071, 17.2256, 3238.74, 3614.73
21, 27.1792, 3614.73, 225.575, 7.01357, 3153.73, 1368.43
22, 25.3588, 1368.43, 225.758, 16.9407, 3182.9, 3824.74
23, 29.8669, 3824.74, 237.614, 11.0354, 3155.67, 2529.27
0, 25.7871, 2529.27, 232.521, 14.3747, 3471.45, 3471.45
1, 22.5335, 3471.45, 239.533, 7.08025, 2280.33, 1089.2
2, 28.6089, 1089.2, 220.22, 17.7537, 2936.8, 4249.75
3, 34.3534, 4249.75, 237.834, 7.92544, 2706.05, 2013.78
4, 23.9955, 2013.78, 223.389, 18.6827, 2809.33, 3222.45
5, 25.9494, 3222.45, 221.272, 11.6086, 2687.4, 2077.74
6, 29.1278, 2077.74, 235.771, 12.2677, 2682.02, 2649.76
7, 26.2234, 2649.76, 222.743, 10.2577, 2631.36, 2276.77
8, 22.4907, 2276.77, 238.859, 14.3621, 2632.82, 2644.47
9, 31.0588, 2644.47, 226.238, 19.3964, 2850.69, 4811.49
10, 39.2032, 4811.49, 229.065, 9.49485, 2863.64, 2993.12
11, 28.9009, 2993.12, 232.241, 13.5846, 2915.59, 3487.07
12, 39.9762, 3487.07, 225.298, 5.54194, 2814.68, 1603.82
13, 39.5398, 1603.82, 226.498, 15.7551, 3004.08, 5466.17
14, 22.1003, 5466.17, 234.485, 9.50871, 2913.82, 1650.21
15, 33.5145, 1650.21, 236.989, 5.05318, 2826.36, 1514.5
16, 39.3154, 1514.5, 237.498, 14.3712, 2897.42, 4034.36
17, 27.7886, 4034.36, 231.498, 5.25751, 2788.35, 934.135
18, 21.8979, 934.135, 239.808, 12.3963, 2755.65, 2167.16
19, 20.5454, 2167.16, 235.045, 7.20671, 2678.55, 1213.63
20, 28.4505, 1213.63, 237.197, 10.7882, 2676.6, 2637.59
21, 35.9386, 2637.59, 238.632, 15.6075, 2750.16, 4294.86
22, 28.2696, 4294.86, 224.762, 12.4639, 2762.69, 3038.36
23, 39.3164, 3038.36, 222.045, 16.2364, 2885.55, 5711.35
0, 23.0547, 5711.35, 234.328, 6.04243, 1039.8, 1039.8
1, 37.9344, 1039.8, 225.379, 7.13831, 1457.32, 1874.84
2, 21.6415, 1874.84, 228.514, 12.1922, 1777.63, 2418.24
3, 29.8843, 2418.24, 233.236, 15.1527, 2383.56, 4201.37
4, 22.5069, 4201.37, 238.407, 8.71295, 2174.44, 1337.93
5, 33.9685, 1337.93, 225.669, 19.4124, 2646.07, 5004.23
6, 20.9376, 5004.23, 225.323, 13.3089, 2576.25, 2157.32
7, 39.0388, 2157.32, 233.344, 10.3918, 2654.75, 3204.27
8, 31.6048, 3204.27, 233.24, 18.8739, 2809.2, 4044.8
9, 25.9976, 4044.8, 233.775, 6.45563, 2635.44, 1071.57
10, 29.1576, 1071.57, 231.708, 9.33564, 2615.73, 2418.68
11, 22.5239, 2418.68, 225.734, 14.6582, 2573.69, 2111.25
12, 35.3574, 2111.25, 238.578, 7.27129, 2563.25, 2437.89
13, 26.1127, 2437.89, 233.533, 15.0428, 2557.16, 2478.1
14, 39.628, 2478.1, 239.428, 16.7858, 2684.74, 4470.83
15, 21.271, 4470.83, 233.385, 9.80458, 2638.13, 1938.93
16, 21.6529, 1938.93, 231.258, 14.7914, 2612.58, 2203.81
17, 32.7848, 2203.81, 235.476, 16.5692, 2719.26, 4532.78
18, 35.0415, 4532.78, 224.333, 18.657, 2809.39, 4431.77
19, 28.4908, 4431.77, 230.494, 9.50123, 2777.86, 2178.79
20, 28.7599, 2178.79, 235.869, 9.51916, 2749.91, 2190.99
21, 26.2521, 2190.99, 221.33, 12.619, 2721.64, 2127.81
22, 24.2995, 2127.81, 221.058, 9.90196, 2690.46, 2004.65
23, 25.9412, 2004.65, 232.747, 8.46534, 2663.4, 2040.91
0, 30.8177, 2040.91, 238.165, 7.11264, 1487.02, 1487.02
1, 26.7585, 1487.02, 225.571, 12.1423, 1802.43, 2117.84
2, 36.0432, 2117.84, 233.892, 13.5416, 2359.21, 3472.78
3, 34.6927, 3472.78, 239.678, 12.0606, 2746.76, 3909.42
4, 22.4827, 3909.42, 227.554, 14.5501, 2710.21, 2563.98
5, 31.4998, 2563.98, 225.005, 18.9995, 2952.82, 4165.87
6, 26.2766, 4165.87, 239.411, 10.1523, 2811.21, 1961.59
7, 32.8485, 1961.59, 228.969, 8.05681, 2709.85, 2000.31
8, 38.7764, 2000.31, 222.912, 7.20462, 2649.6, 2167.6
9, 31.4236, 2167.6, 234.337, 15.6799, 2763.31, 3786.66
10, 36.8692, 3786.66, 224.761, 5.52252, 2679.6, 1842.56
11, 24.1902, 1842.56, 236.556, 14.7897, 2665.46, 2509.9
12, 32.2647, 2509.9, 220.457, 6.42271, 2582.65, 1588.98
13, 22.7155, 1588.98, 237.2, 12.2356, 2530.12, 1847.2
14, 31.8465, 1847.2, 238.448, 13.0084, 2595.13, 3505.18
15, 26.2415, 3505.18, 223.713, 14.5921, 2592.63, 2555.16
16, 25.7472, 2555.16, 230.047, 5.28101, 2492.4, 888.843
17, 28.7785, 888.843, 225.958, 11.5569, 2514.9, 2897.3
18, 23.0667, 2897.3, 229.54, 16.9049, 2567.52, 3514.77
19, 35.6617, 3514.77, 235.181, 13.7657, 2610.68, 3430.69
20, 25.6154, 3430.69, 223.999, 11.9687, 2608.67, 2568.43
21, 22.89, 2568.43, 233.005, 11.8047, 2599.29, 2402.29
22, 23.0965, 2402.29, 221.28, 5.8, 2535.11, 1123.11
23, 38.16, 1123.11, 223.191, 6.69129, 2511.99, 1980.36
0, 24.8979, 1980.36, 221.834, 16.0206, 2534.38, 2534.38
1, 34.3435, 2534.38, 229.993, 9.59889, 2461.97, 2389.56
2, 20.1307, 2389.56, 222.051, 9.9333, 2046.52, 1215.61
